Fiscal Year,County,Region,Removal Stage,Removals
2019,Franklin,4-Tyler,Family Preservation,0
2019,Franklin,4-Tyler,Investigation,12
2019,Freestone,7-Austin,Family Preservation,5
2019,Freestone,7-Austin,Investigation,21
2019,Frio,8-San Antonio,Family Preservation,11
2019,Frio,8-San Antonio,Investigation,26
2019,Gaines,9-Midland,Family Preservation,7
2019,Gaines,9-Midland,Investigation,9
2019,Galveston,6-Houston,Family Preservation,31
2019,Galveston,6-Houston,Investigation,115
2019,Garza,1-Lubbock,Family Preservation,12
2019,Garza,1-Lubbock,Investigation,9
2019,Gillespie,8-San Antonio,Family Preservation,3
2019,Gillespie,8-San Antonio,Investigation,2
2019,Glasscock,9-Midland,Family Preservation,0
2019,Glasscock,9-Midland,Investigation,4
2019,Goliad,8-San Antonio,Family Preservation,3
2019,Goliad,8-San Antonio,Investigation,2
2019,Gonzales,8-San Antonio,Family Preservation,0
2019,Gonzales,8-San Antonio,Investigation,4
2019,Gray,1-Lubbock,Family Preservation,7
2019,Gray,1-Lubbock,Investigation,30
2019,Grayson,3-Arlington,Family Preservation,27
2019,Grayson,3-Arlington,Investigation,95
2019,Gregg,4-Tyler,Family Preservation,19
2019,Gregg,4-Tyler,Investigation,165
2019,Grimes,7-Austin,Family Preservation,2
2019,Grimes,7-Austin,Investigation,22
2019,Guadalupe,8-San Antonio,Family Preservation,24
2019,Guadalupe,8-San Antonio,Investigation,36
2019,Hale,1-Lubbock,Family Preservation,4
2019,Hale,1-Lubbock,Investigation,40
2019,Hall,1-Lubbock,Family Preservation,0
2019,Hall,1-Lubbock,Investigation,4
2019,Hamilton,7-Austin,Family Preservation,0
2019,Hamilton,7-Austin,Investigation,14
2019,Hansford,1-Lubbock,Family Preservation,0
2019,Hansford,1-Lubbock,Investigation,2
2019,Hardin,5-Beaumont,Family Preservation,11
2019,Hardin,5-Beaumont,Investigation,61
2019,Harris,6-Houston,Family Preservation,232
2019,Harris,6-Houston,Investigation,930
2019,Harrison,4-Tyler,Family Preservation,18
2019,Harrison,4-Tyler,Investigation,46
2019,Hartley,1-Lubbock,Family Preservation,0
2019,Hartley,1-Lubbock,Investigation,1
2019,Haskell,2-Abilene,Family Preservation,0
2019,Haskell,2-Abilene,Investigation,2
2019,Hays,7-Austin,Family Preservation,30
2019,Hays,7-Austin,Investigation,156
2019,Henderson,4-Tyler,Family Preservation,19
2019,Henderson,4-Tyler,Investigation,139
2019,Hidalgo,11-Edinburg,Family Preservation,302
2019,Hidalgo,11-Edinburg,Investigation,207
2019,Hill,7-Austin,Family Preservation,8
2019,Hill,7-Austin,Investigation,41
2019,Hockley,1-Lubbock,Family Preservation,10
2019,Hockley,1-Lubbock,Investigation,37
2019,Hood,3-Arlington,Family Preservation,9
2019,Hood,3-Arlington,Investigation,37
2019,Hopkins,4-Tyler,Family Preservation,4
2019,Hopkins,4-Tyler,Investigation,58
2019,Houston,5-Beaumont,Family Preservation,7
2019,Houston,5-Beaumont,Investigation,24
2019,Howard,9-Midland,Family Preservation,1
2019,Howard,9-Midland,Investigation,47
2019,Hudspeth,10-El Paso,Family Preservation,0
2019,Hudspeth,10-El Paso,Investigation,1
2019,Hunt,3-Arlington,Family Preservation,36
2019,Hunt,3-Arlington,Investigation,114
2019,Hutchinson,1-Lubbock,Family Preservation,3
2019,Hutchinson,1-Lubbock,Investigation,28
2019,Irion,9-Midland,Family Preservation,0
2019,Irion,9-Midland,Investigation,8
2019,Jack,2-Abilene,Family Preservation,0
2019,Jack,2-Abilene,Investigation,9
2019,Jackson,8-San Antonio,Family Preservation,2
2019,Jackson,8-San Antonio,Investigation,3
2019,Jasper,5-Beaumont,Family Preservation,2
2019,Jasper,5-Beaumont,Investigation,36
2019,Jefferson,5-Beaumont,Family Preservation,30
2019,Jefferson,5-Beaumont,Investigation,159
2019,Jim Hogg,11-Edinburg,Family Preservation,1
2019,Jim Hogg,11-Edinburg,Investigation,2
2019,Jim Wells,11-Edinburg,Family Preservation,9
2019,Jim Wells,11-Edinburg,Investigation,32
2019,Johnson,3-Arlington,Family Preservation,22
2019,Johnson,3-Arlington,Investigation,100
2019,Jones,2-Abilene,Family Preservation,15
2019,Jones,2-Abilene,Investigation,40
2019,Karnes,8-San Antonio,Family Preservation,1
2019,Karnes,8-San Antonio,Investigation,11
2019,Kaufman,3-Arlington,Family Preservation,11
2019,Kaufman,3-Arlington,Investigation,42
2019,Kendall,8-San Antonio,Family Preservation,13
2019,Kendall,8-San Antonio,Investigation,8
2019,Kerr,8-San Antonio,Family Preservation,20
2019,Kerr,8-San Antonio,Investigation,20
2019,Kimble,9-Midland,Family Preservation,1
2019,Kimble,9-Midland,Investigation,2
2019,Kinney,8-San Antonio,Family Preservation,1
2019,Kinney,8-San Antonio,Investigation,3
2019,Kleberg,11-Edinburg,Family Preservation,5
2019,Kleberg,11-Edinburg,Investigation,15
2019,Knox,2-Abilene,Family Preservation,0
2019,Knox,2-Abilene,Investigation,1
2019,La Salle,8-San Antonio,Family Preservation,1
2019,La Salle,8-San Antonio,Investigation,1
2019,Lamar,4-Tyler,Family Preservation,11
2019,Lamar,4-Tyler,Investigation,92
2019,Lamb,1-Lubbock,Family Preservation,3
2019,Lamb,1-Lubbock,Investigation,20
2019,Lampasas,7-Austin,Family Preservation,3
2019,Lampasas,7-Austin,Investigation,45
2019,Lavaca,8-San Antonio,Family Preservation,4
2019,Lavaca,8-San Antonio,Investigation,3
2019,Lee,7-Austin,Family Preservation,3
2019,Lee,7-Austin,Investigation,22
2019,Leon,7-Austin,Family Preservation,1
2019,Leon,7-Austin,Investigation,3
2019,Liberty,6-Houston,Family Preservation,11
2019,Liberty,6-Houston,Investigation,47
2019,Limestone,7-Austin,Family Preservation,5
2019,Limestone,7-Austin,Investigation,29
2019,Live Oak,11-Edinburg,Family Preservation,3
2019,Live Oak,11-Edinburg,Investigation,3
2019,Llano,7-Austin,Family Preservation,0
2019,Llano,7-Austin,Investigation,37
2019,Lubbock,1-Lubbock,Family Preservation,96
2019,Lubbock,1-Lubbock,Investigation,439
2019,Lynn,1-Lubbock,Family Preservation,0
2019,Lynn,1-Lubbock,Investigation,3
2019,Marion,4-Tyler,Family Preservation,1
2019,Marion,4-Tyler,Investigation,28
2019,Martin,9-Midland,Family Preservation,4
2019,Martin,9-Midland,Investigation,2
2019,Matagorda,6-Houston,Family Preservation,11
2019,Matagorda,6-Houston,Investigation,39
2019,Maverick,8-San Antonio,Family Preservation,7
2019,Maverick,8-San Antonio,Investigation,7
2019,McCulloch,9-Midland,Family Preservation,1
2019,McCulloch,9-Midland,Investigation,13
2019,McLennan,7-Austin,Family Preservation,93
2019,McLennan,7-Austin,Investigation,339
2019,McMullen,11-Edinburg,Family Preservation,2
2019,McMullen,11-Edinburg,Investigation,0
2019,Medina,8-San Antonio,Family Preservation,26
2019,Medina,8-San Antonio,Investigation,59
2019,Menard,9-Midland,Family Preservation,2
2019,Menard,9-Midland,Investigation,0
2019,Midland,9-Midland,Family Preservation,17
2019,Midland,9-Midland,Investigation,87
2019,Milam,7-Austin,Family Preservation,3
2019,Milam,7-Austin,Investigation,37
2019,Mills,7-Austin,Family Preservation,0
2019,Mills,7-Austin,Investigation,9
2019,Mitchell,2-Abilene,Family Preservation,7
2019,Mitchell,2-Abilene,Investigation,9
2019,Montague,2-Abilene,Family Preservation,0
2019,Montague,2-Abilene,Investigation,26
2019,Montgomery,6-Houston,Family Preservation,33
2019,Montgomery,6-Houston,Investigation,246
2019,Moore,1-Lubbock,Family Preservation,0
2019,Moore,1-Lubbock,Investigation,21
2019,Morris,4-Tyler,Family Preservation,2
2019,Morris,4-Tyler,Investigation,24
2019,Motley,1-Lubbock,Family Preservation,0
2019,Motley,1-Lubbock,Investigation,4
2019,Nacogdoches,5-Beaumont,Family Preservation,20
2019,Nacogdoches,5-Beaumont,Investigation,98
2019,Navarro,3-Arlington,Family Preservation,11
2019,Navarro,3-Arlington,Investigation,19
2019,Newton,5-Beaumont,Family Preservation,0
2019,Newton,5-Beaumont,Investigation,14
2019,Nolan,2-Abilene,Family Preservation,7
2019,Nolan,2-Abilene,Investigation,27
2019,Nueces,11-Edinburg,Family Preservation,87
2019,Nueces,11-Edinburg,Investigation,219
2019,Ochiltree,1-Lubbock,Family Preservation,4
2019,Ochiltree,1-Lubbock,Investigation,7
2019,Oldham,1-Lubbock,Family Preservation,0
2019,Oldham,1-Lubbock,Investigation,1
2019,Orange,5-Beaumont,Family Preservation,7
2019,Orange,5-Beaumont,Investigation,104
2019,Out of State,Out of State,Family Preservation,0
2019,Out of State,Out of State,Investigation,6
2019,Palo Pinto,3-Arlington,Family Preservation,21
2019,Palo Pinto,3-Arlington,Investigation,36
2019,Panola,4-Tyler,Family Preservation,4
2019,Panola,4-Tyler,Investigation,23
2019,Parker,3-Arlington,Family Preservation,28
2019,Parker,3-Arlington,Investigation,69
2019,Parmer,1-Lubbock,Family Preservation,0
2019,Parmer,1-Lubbock,Investigation,7
2019,Pecos,9-Midland,Family Preservation,13
2019,Pecos,9-Midland,Investigation,24
2019,Polk,5-Beaumont,Family Preservation,7
2019,Polk,5-Beaumont,Investigation,31
2019,Potter,1-Lubbock,Family Preservation,15
2019,Potter,1-Lubbock,Investigation,197
2019,Presidio,10-El Paso,Family Preservation,0
2019,Presidio,10-El Paso,Investigation,1
2019,Rains,4-Tyler,Family Preservation,5
2019,Rains,4-Tyler,Investigation,9
2019,Randall,1-Lubbock,Family Preservation,3
2019,Randall,1-Lubbock,Investigation,89
2019,Reagan,9-Midland,Family Preservation,0
2019,Reagan,9-Midland,Investigation,5
2019,Real,8-San Antonio,Family Preservation,2
2019,Real,8-San Antonio,Investigation,1
2019,Red River,4-Tyler,Family Preservation,1
2019,Red River,4-Tyler,Investigation,14
2019,Reeves,9-Midland,Family Preservation,2
2019,Reeves,9-Midland,Investigation,13
2019,Refugio,11-Edinburg,Family Preservation,3
2019,Refugio,11-Edinburg,Investigation,11
2019,Robertson,7-Austin,Family Preservation,3
2019,Robertson,7-Austin,Investigation,20
2019,Rockwall,3-Arlington,Family Preservation,10
2019,Rockwall,3-Arlington,Investigation,33
2019,Runnels,2-Abilene,Family Preservation,7
2019,Runnels,2-Abilene,Investigation,8
2019,Rusk,4-Tyler,Family Preservation,10
2019,Rusk,4-Tyler,Investigation,68
2019,Sabine,5-Beaumont,Family Preservation,5
2019,Sabine,5-Beaumont,Investigation,2
2019,San Augustine,5-Beaumont,Family Preservation,3
2019,San Augustine,5-Beaumont,Investigation,3
2019,San Jacinto,5-Beaumont,Family Preservation,0
2019,San Jacinto,5-Beaumont,Investigation,28
2019,San Patricio,11-Edinburg,Family Preservation,15
2019,San Patricio,11-Edinburg,Investigation,57
2019,San Saba,7-Austin,Family Preservation,0
2019,San Saba,7-Austin,Investigation,12
2019,Schleicher,9-Midland,Family Preservation,0
2019,Schleicher,9-Midland,Investigation,8
2019,Scurry,2-Abilene,Family Preservation,3
2019,Scurry,2-Abilene,Investigation,7
2019,Shelby,5-Beaumont,Family Preservation,2
2019,Shelby,5-Beaumont,Investigation,23
2019,Sherman,1-Lubbock,Family Preservation,0
2019,Sherman,1-Lubbock,Investigation,1
2019,Smith,4-Tyler,Family Preservation,43
2019,Smith,4-Tyler,Investigation,142
2019,Somervell,3-Arlington,Family Preservation,0
2019,Somervell,3-Arlington,Investigation,6
2019,Starr,11-Edinburg,Family Preservation,17
2019,Starr,11-Edinburg,Investigation,46
2019,Stephens,2-Abilene,Family Preservation,4
2019,Stephens,2-Abilene,Investigation,11
2019,Stonewall,2-Abilene,Family Preservation,0
2019,Stonewall,2-Abilene,Investigation,2
2019,Sutton,9-Midland,Family Preservation,0
2019,Sutton,9-Midland,Investigation,17
2019,Swisher,1-Lubbock,Family Preservation,4
2019,Swisher,1-Lubbock,Investigation,21
2019,Tarrant,3-Arlington,Family Preservation,126
2019,Tarrant,3-Arlington,Investigation,535
2019,Taylor,2-Abilene,Family Preservation,101
2019,Taylor,2-Abilene,Investigation,260
2019,Terry,1-Lubbock,Family Preservation,3
2019,Terry,1-Lubbock,Investigation,9
2019,Throckmorton,2-Abilene,Family Preservation,0
2019,Throckmorton,2-Abilene,Investigation,1
2019,Titus,4-Tyler,Family Preservation,3
2019,Titus,4-Tyler,Investigation,32
2019,Tom Green,9-Midland,Family Preservation,42
2019,Tom Green,9-Midland,Investigation,159
2019,Travis,7-Austin,Family Preservation,174
2019,Travis,7-Austin,Investigation,509
2019,Trinity,5-Beaumont,Family Preservation,3
2019,Trinity,5-Beaumont,Investigation,31
2019,Tyler,5-Beaumont,Family Preservation,0
2019,Tyler,5-Beaumont,Investigation,53
2019,Unknown,Unknown,Family Preservation,0
2019,Unknown,Unknown,Investigation,7
2019,Upshur,4-Tyler,Family Preservation,22
2019,Upshur,4-Tyler,Investigation,94
2019,Upton,9-Midland,Family Preservation,1
2019,Upton,9-Midland,Investigation,3
2019,Uvalde,8-San Antonio,Family Preservation,16
2019,Uvalde,8-San Antonio,Investigation,7
2019,Val Verde,8-San Antonio,Family Preservation,23
2019,Val Verde,8-San Antonio,Investigation,12
2019,Van Zandt,4-Tyler,Family Preservation,19
2019,Van Zandt,4-Tyler,Investigation,79
2019,Victoria,8-San Antonio,Family Preservation,24
2019,Victoria,8-San Antonio,Investigation,39
2019,Walker,6-Houston,Family Preservation,7
2019,Walker,6-Houston,Investigation,15
2019,Waller,6-Houston,Family Preservation,2
2019,Waller,6-Houston,Investigation,4
2019,Ward,9-Midland,Family Preservation,4
2019,Ward,9-Midland,Investigation,32
2019,Washington,7-Austin,Family Preservation,7
2019,Washington,7-Austin,Investigation,27
2019,Webb,11-Edinburg,Family Preservation,81
2019,Webb,11-Edinburg,Investigation,87
2019,Wharton,6-Houston,Family Preservation,6
2019,Wharton,6-Houston,Investigation,24
2019,Wheeler,1-Lubbock,Family Preservation,0
2019,Wheeler,1-Lubbock,Investigation,2
2019,Wichita,2-Abilene,Family Preservation,44
2019,Wichita,2-Abilene,Investigation,106
2019,Wilbarger,2-Abilene,Family Preservation,4
2019,Wilbarger,2-Abilene,Investigation,5
2019,Willacy,11-Edinburg,Family Preservation,21
2019,Willacy,11-Edinburg,Investigation,10
2019,Williamson,7-Austin,Family Preservation,22
2019,Williamson,7-Austin,Investigation,102
2019,Wilson,8-San Antonio,Family Preservation,9
2019,Wilson,8-San Antonio,Investigation,7
2019,Winkler,9-Midland,Family Preservation,0
2019,Winkler,9-Midland,Investigation,5
2019,Wise,3-Arlington,Family Preservation,8
2019,Wise,3-Arlington,Investigation,38
2019,Wood,4-Tyler,Family Preservation,6
2019,Wood,4-Tyler,Investigation,43
2019,Yoakum,1-Lubbock,Family Preservation,3
2019,Yoakum,1-Lubbock,Investigation,1
2019,Young,2-Abilene,Family Preservation,1
2019,Young,2-Abilene,Investigation,27
2019,Zapata,11-Edinburg,Family Preservation,11
2019,Zapata,11-Edinburg,Investigation,6
2019,Zavala,8-San Antonio,Family Preservation,0
2019,Zavala,8-San Antonio,Investigation,1
2018,Anderson,4-Tyler,Family Preservation,15
2018,Anderson,4-Tyler,Investigation,62
2018,Andrews,9-Midland,Family Preservation,3
2018,Andrews,9-Midland,Investigation,30
2018,Angelina,5-Beaumont,Family Preservation,26
2018,Angelina,5-Beaumont,Investigation,60
2018,Aransas,11-Edinburg,Family Preservation,3
2018,Aransas,11-Edinburg,Investigation,36
2018,Archer,2-Abilene,Family Preservation,1
2018,Archer,2-Abilene,Investigation,0
2018,Armstrong,1-Lubbock,Family Preservation,0
2018,Armstrong,1-Lubbock,Investigation,4
2018,Atascosa,8-San Antonio,Family Preservation,15
2018,Atascosa,8-San Antonio,Investigation,52
2018,Austin,6-Houston,Family Preservation,0
2018,Austin,6-Houston,Investigation,4
2018,Bailey,1-Lubbock,Family Preservation,2
2018,Bailey,1-Lubbock,Investigation,9
2018,Bandera,8-San Antonio,Family Preservation,3
2018,Bandera,8-San Antonio,Investigation,13
2018,Bastrop,7-Austin,Family Preservation,30
2018,Bastrop,7-Austin,Investigation,76
2018,Baylor,2-Abilene,Family Preservation,0
2018,Baylor,2-Abilene,Investigation,4
2018,Bee,11-Edinburg,Family Preservation,33
2018,Bee,11-Edinburg,Investigation,51
2018,Bell,7-Austin,Family Preservation,112
2018,Bell,7-Austin,Investigation,716
2018,Bexar,8-San Antonio,Family Preservation,697
2018,Bexar,8-San Antonio,Investigation,1352
2018,Blanco,7-Austin,Family Preservation,2
2018,Blanco,7-Austin,Investigation,21
2018,Borden,9-Midland,Family Preservation,0
2018,Borden,9-Midland,Investigation,4
2018,Bosque,7-Austin,Family Preservation,6
2018,Bosque,7-Austin,Investigation,40
2018,Bowie,4-Tyler,Family Preservation,22
2018,Bowie,4-Tyler,Investigation,52
2018,Brazoria,6-Houston,Family Preservation,59
2018,Brazoria,6-Houston,Investigation,80
2018,Brazos,7-Austin,Family Preservation,6
2018,Brazos,7-Austin,Investigation,76
2018,Brewster,10-El Paso,Family Preservation,0
2018,Brewster,10-El Paso,Investigation,3
2018,Brooks,11-Edinburg,Family Preservation,0
2018,Brooks,11-Edinburg,Investigation,5
2018,Brown,2-Abilene,Family Preservation,35
2018,Brown,2-Abilene,Investigation,71
2018,Burleson,7-Austin,Family Preservation,0
2018,Burleson,7-Austin,Investigation,45
2018,Burnet,7-Austin,Family Preservation,13
2018,Burnet,7-Austin,Investigation,95
2018,Caldwell,7-Austin,Family Preservation,12
2018,Caldwell,7-Austin,Investigation,57
2018,Calhoun,8-San Antonio,Family Preservation,3
2018,Calhoun,8-San Antonio,Investigation,2
2018,Callahan,2-Abilene,Family Preservation,7
2018,Callahan,2-Abilene,Investigation,15
2018,Cameron,11-Edinburg,Family Preservation,169
2018,Cameron,11-Edinburg,Investigation,165
2018,Camp,4-Tyler,Family Preservation,7
2018,Camp,4-Tyler,Investigation,21
2018,Carson,1-Lubbock,Family Preservation,0
2018,Carson,1-Lubbock,Investigation,10
2018,Cass,4-Tyler,Family Preservation,5
2018,Cass,4-Tyler,Investigation,19
2018,Castro,1-Lubbock,Family Preservation,0
2018,Castro,1-Lubbock,Investigation,1
2018,Chambers,6-Houston,Family Preservation,0
2018,Chambers,6-Houston,Investigation,20
2018,Cherokee,4-Tyler,Family Preservation,9
2018,Cherokee,4-Tyler,Investigation,96
2018,Childress,1-Lubbock,Family Preservation,1
2018,Childress,1-Lubbock,Investigation,7
2018,Clay,2-Abilene,Family Preservation,2
2018,Clay,2-Abilene,Investigation,14
2018,Coke,9-Midland,Family Preservation,3
2018,Coke,9-Midland,Investigation,4
2018,Coleman,2-Abilene,Family Preservation,8
2018,Coleman,2-Abilene,Investigation,16
2018,Collin,3-Arlington,Family Preservation,32
2018,Collin,3-Arlington,Investigation,229
2018,Collingsworth,1-Lubbock,Family Preservation,0
2018,Collingsworth,1-Lubbock,Investigation,4
2018,Colorado,6-Houston,Family Preservation,0
2018,Colorado,6-Houston,Investigation,9
2018,Comal,8-San Antonio,Family Preservation,26
2018,Comal,8-San Antonio,Investigation,103
2018,Comanche,2-Abilene,Family Preservation,4
2018,Comanche,2-Abilene,Investigation,21
2018,Concho,9-Midland,Family Preservation,0
2018,Concho,9-Midland,Investigation,2
2018,Cooke,3-Arlington,Family Preservation,10
2018,Cooke,3-Arlington,Investigation,77
2018,Coryell,7-Austin,Family Preservation,13
2018,Coryell,7-Austin,Investigation,136
2018,Cottle,2-Abilene,Family Preservation,1
2018,Cottle,2-Abilene,Investigation,0
2018,Crockett,9-Midland,Family Preservation,2
2018,Crockett,9-Midland,Investigation,8
2018,Crosby,1-Lubbock,Family Preservation,3
2018,Crosby,1-Lubbock,Investigation,6
2018,Dallam,1-Lubbock,Family Preservation,0
2018,Dallam,1-Lubbock,Investigation,14
2018,Dallas,3-Arlington,Family Preservation,154
2018,Dallas,3-Arlington,Investigation,1918
2018,Dawson,9-Midland,Family Preservation,6
2018,Dawson,9-Midland,Investigation,15
2018,DeWitt,8-San Antonio,Family Preservation,1
2018,DeWitt,8-San Antonio,Investigation,7
2018,Deaf Smith,1-Lubbock,Family Preservation,4
2018,Deaf Smith,1-Lubbock,Investigation,18
2018,Delta,4-Tyler,Family Preservation,0
2018,Delta,4-Tyler,Investigation,5
2018,Denton,3-Arlington,Family Preservation,49
2018,Denton,3-Arlington,Investigation,381
2018,Dickens,1-Lubbock,Family Preservation,2
2018,Dickens,1-Lubbock,Investigation,1
2018,Dimmit,8-San Antonio,Family Preservation,6
2018,Dimmit,8-San Antonio,Investigation,6
2018,Donley,1-Lubbock,Family Preservation,0
2018,Donley,1-Lubbock,Investigation,2
2018,Duval,11-Edinburg,Family Preservation,4
2018,Duval,11-Edinburg,Investigation,19
2018,Eastland,2-Abilene,Family Preservation,5
2018,Eastland,2-Abilene,Investigation,14
2018,Ector,9-Midland,Family Preservation,57
2018,Ector,9-Midland,Investigation,104
2018,Edwards,8-San Antonio,Family Preservation,0
2018,Edwards,8-San Antonio,Investigation,1
2018,El Paso,10-El Paso,Family Preservation,78
2018,El Paso,10-El Paso,Investigation,178
2018,Ellis,3-Arlington,Family Preservation,20
2018,Ellis,3-Arlington,Investigation,39
2018,Erath,3-Arlington,Family Preservation,1
2018,Erath,3-Arlington,Investigation,17
2018,Falls,7-Austin,Family Preservation,5
2018,Falls,7-Austin,Investigation,24
2018,Fannin,3-Arlington,Family Preservation,7
2018,Fannin,3-Arlington,Investigation,28
2018,Fayette,7-Austin,Family Preservation,2
2018,Fayette,7-Austin,Investigation,26
2018,Fisher,2-Abilene,Family Preservation,0
2018,Fisher,2-Abilene,Investigation,3
2018,Floyd,1-Lubbock,Family Preservation,6
2018,Floyd,1-Lubbock,Investigation,1
2018,Foard,2-Abilene,Family Preservation,0
2018,Foard,2-Abilene,Investigation,4
2018,Fort Bend,6-Houston,Family Preservation,23
2018,Fort Bend,6-Houston,Investigation,80
2018,Franklin,4-Tyler,Family Preservation,0
2018,Franklin,4-Tyler,Investigation,8
2018,Freestone,7-Austin,Family Preservation,0
2018,Freestone,7-Austin,Investigation,26
2018,Frio,8-San Antonio,Family Preservation,2
2018,Frio,8-San Antonio,Investigation,17
2018,Gaines,9-Midland,Family Preservation,5
2018,Gaines,9-Midland,Investigation,22
2018,Galveston,6-Houston,Family Preservation,40
2018,Galveston,6-Houston,Investigation,149
2018,Garza,1-Lubbock,Family Preservation,0
2018,Garza,1-Lubbock,Investigation,3
2018,Gillespie,8-San Antonio,Family Preservation,3
2018,Gillespie,8-San Antonio,Investigation,2
2018,Goliad,8-San Antonio,Family Preservation,2
2018,Goliad,8-San Antonio,Investigation,0
2018,Gonzales,8-San Antonio,Family Preservation,7
2018,Gonzales,8-San Antonio,Investigation,11
2018,Gray,1-Lubbock,Family Preservation,1
2018,Gray,1-Lubbock,Investigation,23
2018,Grayson,3-Arlington,Family Preservation,22
2018,Grayson,3-Arlington,Investigation,103
2018,Gregg,4-Tyler,Family Preservation,73
2018,Gregg,4-Tyler,Investigation,212
2018,Grimes,7-Austin,Family Preservation,4
2018,Grimes,7-Austin,Investigation,25
2018,Guadalupe,8-San Antonio,Family Preservation,29
2018,Guadalupe,8-San Antonio,Investigation,49
2018,Hale,1-Lubbock,Family Preservation,8
2018,Hale,1-Lubbock,Investigation,24
2018,Hall,1-Lubbock,Family Preservation,0
2018,Hall,1-Lubbock,Investigation,9
2018,Hamilton,7-Austin,Family Preservation,1
2018,Hamilton,7-Austin,Investigation,8
2018,Hardeman,2-Abilene,Family Preservation,0
2018,Hardeman,2-Abilene,Investigation,6
2018,Hardin,5-Beaumont,Family Preservation,15
2018,Hardin,5-Beaumont,Investigation,62
2018,Harris,6-Houston,Family Preservation,352
2018,Harris,6-Houston,Investigation,1280
2018,Harrison,4-Tyler,Family Preservation,12
2018,Harrison,4-Tyler,Investigation,61
2018,Hartley,1-Lubbock,Family Preservation,0
2018,Hartley,1-Lubbock,Investigation,2
2018,Haskell,2-Abilene,Family Preservation,1
2018,Haskell,2-Abilene,Investigation,15
2018,Hays,7-Austin,Family Preservation,52
2018,Hays,7-Austin,Investigation,177
2018,Henderson,4-Tyler,Family Preservation,24
2018,Henderson,4-Tyler,Investigation,121
2018,Hidalgo,11-Edinburg,Family Preservation,251
2018,Hidalgo,11-Edinburg,Investigation,218
2018,Hill,7-Austin,Family Preservation,5
2018,Hill,7-Austin,Investigation,69
2018,Hockley,1-Lubbock,Family Preservation,11
2018,Hockley,1-Lubbock,Investigation,33
2018,Hood,3-Arlington,Family Preservation,8
2018,Hood,3-Arlington,Investigation,65
2018,Hopkins,4-Tyler,Family Preservation,6
2018,Hopkins,4-Tyler,Investigation,24
2018,Houston,5-Beaumont,Family Preservation,12
2018,Houston,5-Beaumont,Investigation,32
2018,Howard,9-Midland,Family Preservation,6
2018,Howard,9-Midland,Investigation,35
2018,Hunt,3-Arlington,Family Preservation,37
2018,Hunt,3-Arlington,Investigation,129
2018,Hutchinson,1-Lubbock,Family Preservation,3
2018,Hutchinson,1-Lubbock,Investigation,14
2018,Jack,2-Abilene,Family Preservation,0
2018,Jack,2-Abilene,Investigation,10
2018,Jackson,8-San Antonio,Family Preservation,3
2018,Jackson,8-San Antonio,Investigation,5
2018,Jasper,5-Beaumont,Family Preservation,16
2018,Jasper,5-Beaumont,Investigation,58
2018,Jeff Davis,10-El Paso,Family Preservation,2
2018,Jeff Davis,10-El Paso,Investigation,0
2018,Jefferson,5-Beaumont,Family Preservation,30
2018,Jefferson,5-Beaumont,Investigation,149
2018,Jim Hogg,11-Edinburg,Family Preservation,9
2018,Jim Hogg,11-Edinburg,Investigation,3
2018,Jim Wells,11-Edinburg,Family Preservation,32
2018,Jim Wells,11-Edinburg,Investigation,31
2018,Johnson,3-Arlington,Family Preservation,12
2018,Johnson,3-Arlington,Investigation,100
2018,Jones,2-Abilene,Family Preservation,15
2018,Jones,2-Abilene,Investigation,30
2018,Karnes,8-San Antonio,Family Preservation,1
2018,Karnes,8-San Antonio,Investigation,14
2018,Kaufman,3-Arlington,Family Preservation,9
2018,Kaufman,3-Arlington,Investigation,41
2018,Kendall,8-San Antonio,Family Preservation,0
2018,Kendall,8-San Antonio,Investigation,5
2018,Kerr,8-San Antonio,Family Preservation,15
2018,Kerr,8-San Antonio,Investigation,25
2018,Kimble,9-Midland,Family Preservation,1
2018,Kimble,9-Midland,Investigation,16
2018,Kinney,8-San Antonio,Family Preservation,0
2018,Kinney,8-San Antonio,Investigation,1
2018,Kleberg,11-Edinburg,Family Preservation,12
2018,Kleberg,11-Edinburg,Investigation,41
2018,Knox,2-Abilene,Family Preservation,0
2018,Knox,2-Abilene,Investigation,2
2018,La Salle,8-San Antonio,Family Preservation,0
2018,La Salle,8-San Antonio,Investigation,1
2018,Lamar,4-Tyler,Family Preservation,10
2018,Lamar,4-Tyler,Investigation,74
2018,Lamb,1-Lubbock,Family Preservation,0
2018,Lamb,1-Lubbock,Investigation,20
2018,Lampasas,7-Austin,Family Preservation,0
2018,Lampasas,7-Austin,Investigation,27
2018,Lavaca,8-San Antonio,Family Preservation,6
2018,Lavaca,8-San Antonio,Investigation,2
2018,Lee,7-Austin,Family Preservation,4
2018,Lee,7-Austin,Investigation,17
2018,Leon,7-Austin,Family Preservation,2
2018,Leon,7-Austin,Investigation,11
2018,Liberty,6-Houston,Family Preservation,33
2018,Liberty,6-Houston,Investigation,42
2018,Limestone,7-Austin,Family Preservation,2
2018,Limestone,7-Austin,Investigation,17
2018,Live Oak,11-Edinburg,Family Preservation,2
2018,Live Oak,11-Edinburg,Investigation,8
2018,Llano,7-Austin,Family Preservation,6
2018,Llano,7-Austin,Investigation,50
2018,Lubbock,1-Lubbock,Family Preservation,77
2018,Lubbock,1-Lubbock,Investigation,390
2018,Madison,7-Austin,Family Preservation,0
2018,Madison,7-Austin,Investigation,8
